Date as of,First week,Last week,State,County name,FIPS County Code,Deaths involving COVID-19,Deaths from All Causes
5/1/2020,2/1/2020,4/25/2020,CO,Adams County,8001,63,898
5/1/2020,2/1/2020,4/25/2020,CO,Weld County,8123,60,448
5/1/2020,2/1/2020,4/25/2020,CO,El Paso County,8041,56,"1,335"
5/1/2020,2/1/2020,4/25/2020,CO,Jefferson County,8059,47,"1,314"
5/1/2020,2/1/2020,4/25/2020,CO,Douglas County,8035,23,408
5/1/2020,2/1/2020,4/25/2020,CO,Boulder County,8013,21,618
5/1/2020,2/1/2020,4/25/2020,CO,Larimer County,8069,20,704
5/1/2020,2/1/2020,4/25/2020,CO,Montrose County,8085,10,119
5/1/2020,2/1/2020,4/25/2020,CT,Fairfield County,9001,54,301
5/1/2020,2/1/2020,4/25/2020,CT,Hartford County,9003,32,326
5/1/2020,2/1/2020,4/25/2020,CT,New Haven County,9009,19,434
5/1/2020,2/1/2020,4/25/2020,DC,District of Columbia,11001,66,"1,464"
5/1/2020,2/1/2020,4/25/2020,DE,New Castle County,10003,23,"1,078"
5/1/2020,2/1/2020,4/25/2020,DE,Sussex County,10005,23,585
5/1/2020,2/1/2020,4/25/2020,FL,Miami-Dade County,12086,208,"5,520"
5/1/2020,2/1/2020,4/25/2020,FL,Broward County,12011,142,"3,948"
5/1/2020,2/1/2020,4/25/2020,FL,Palm Beach County,12099,137,"4,123"
5/1/2020,2/1/2020,4/25/2020,FL,Orange County,12095,29,"2,519"
5/1/2020,2/1/2020,4/25/2020,FL,Manatee County,12081,27,"1,127"
5/1/2020,2/1/2020,4/25/2020,FL,Duval County,12031,23,"2,465"
5/1/2020,2/1/2020,4/25/2020,FL,Lee County,12071,20,"1,952"
5/1/2020,2/1/2020,4/25/2020,FL,Pinellas County,12103,19,"3,181"
5/1/2020,2/1/2020,4/25/2020,FL,Hillsborough County,12057,19,"3,021"
5/1/2020,2/1/2020,4/25/2020,FL,Sarasota County,12115,19,"1,575"
5/1/2020,2/1/2020,4/25/2020,FL,Charlotte County,12015,18,830
5/1/2020,2/1/2020,4/25/2020,FL,Collier County,12021,11,"1,001"
5/1/2020,2/1/2020,4/25/2020,FL,Volusia County,12127,11,"1,987"
5/1/2020,2/1/2020,4/25/2020,FL,Lake County,12069,11,"1,023"
5/1/2020,2/1/2020,4/25/2020,FL,Martin County,12085,10,533
5/1/2020,2/1/2020,4/25/2020,FL,Polk County,12105,10,"1,811"
5/1/2020,2/1/2020,4/25/2020,GA,Fulton County,13121,64,"1,887"
5/1/2020,2/1/2020,4/25/2020,GA,Dougherty County,13095,52,322
5/1/2020,2/1/2020,4/25/2020,GA,Cobb County,13067,29,"1,189"
5/1/2020,2/1/2020,4/25/2020,GA,DeKalb County,13089,26,"1,070"
5/1/2020,2/1/2020,4/25/2020,GA,Richmond County,13245,24,850
5/1/2020,2/1/2020,4/25/2020,GA,Gwinnett County,13135,22,849
5/1/2020,2/1/2020,4/25/2020,GA,Fayette County,13113,19,259
5/1/2020,2/1/2020,4/25/2020,GA,Thomas County,13275,18,171
5/1/2020,2/1/2020,4/25/2020,GA,Carroll County,13045,14,253
5/1/2020,2/1/2020,4/25/2020,GA,Bartow County,13015,13,224
5/1/2020,2/1/2020,4/25/2020,GA,Chatham County,13051,11,769
5/1/2020,2/1/2020,4/25/2020,GA,Floyd County,13115,11,354
5/1/2020,2/1/2020,4/25/2020,GA,Bibb County,13021,11,624
5/1/2020,2/1/2020,4/25/2020,GA,Houston County,13153,11,293
5/1/2020,2/1/2020,4/25/2020,GA,Henry County,13151,10,404
5/1/2020,2/1/2020,4/25/2020,IA,Linn County,19113,27,500
5/1/2020,2/1/2020,4/25/2020,IA,Johnson County,19103,12,411
5/1/2020,2/1/2020,4/25/2020,IA,Polk County,19153,12,"1,183"
5/1/2020,2/1/2020,4/25/2020,ID,Twin Falls County,16083,16,230
5/1/2020,2/1/2020,4/25/2020,ID,Ada County,16001,15,929
5/1/2020,2/1/2020,4/25/2020,IL,Cook County,17031,879,"11,666"
5/1/2020,2/1/2020,4/25/2020,IL,DuPage County,17043,106,"1,932"
5/1/2020,2/1/2020,4/25/2020,IL,Will County,17197,80,"1,258"
5/1/2020,2/1/2020,4/25/2020,IL,Lake County,17097,58,"1,480"
5/1/2020,2/1/2020,4/25/2020,IL,Kane County,17089,29,873
5/1/2020,2/1/2020,4/25/2020,IL,Kankakee County,17091,21,346
5/1/2020,2/1/2020,4/25/2020,IL,Winnebago County,17201,18,878
5/1/2020,2/1/2020,4/25/2020,IL,St. Clair County,17163,17,661
5/1/2020,2/1/2020,4/25/2020,IL,McHenry County,17111,16,463
5/1/2020,2/1/2020,4/25/2020,IL,Macon County,17115,11,338
5/1/2020,2/1/2020,4/25/2020,IN,Marion County,18097,161,"2,502"
5/1/2020,2/1/2020,4/25/2020,IN,Lake County,18089,52,"1,535"
5/1/2020,2/1/2020,4/25/2020,IN,Madison County,18095,41,379
5/1/2020,2/1/2020,4/25/2020,IN,Hendricks County,18063,27,372
5/1/2020,2/1/2020,4/25/2020,IN,Hamilton County,18057,21,540
5/1/2020,2/1/2020,4/25/2020,IN,Allen County,18003,21,"1,052"
5/1/2020,2/1/2020,4/25/2020,IN,Boone County,18011,14,111
5/1/2020,2/1/2020,4/25/2020,IN,Floyd County,18043,13,249
5/1/2020,2/1/2020,4/25/2020,IN,Johnson County,18081,13,287
5/1/2020,2/1/2020,4/25/2020,IN,Decatur County,18031,11,71
5/1/2020,2/1/2020,4/25/2020,KS,Johnson County,20091,32,"1,055"
5/1/2020,2/1/2020,4/25/2020,KS,Wyandotte County,20209,29,468
5/1/2020,2/1/2020,4/25/2020,KY,Jefferson County,21111,57,"2,334"
5/1/2020,2/1/2020,4/25/2020,KY,Campbell County,21037,10,159
5/1/2020,2/1/2020,4/25/2020,LA,Jefferson Parish,22051,252,"1,438"
5/1/2020,2/1/2020,4/25/2020,LA,Orleans Parish,22071,174,985
5/1/2020,2/1/2020,4/25/2020,LA,East Baton Rouge Parish,22033,116,"1,342"
5/1/2020,2/1/2020,4/25/2020,LA,St. Tammany Parish,22103,60,677
5/1/2020,2/1/2020,4/25/2020,LA,Caddo Parish,22017,51,769
5/1/2020,2/1/2020,4/25/2020,LA,Lafayette Parish,22055,29,644
5/1/2020,2/1/2020,4/25/2020,LA,Lafourche Parish,22057,21,219
5/1/2020,2/1/2020,4/25/2020,LA,Calcasieu Parish,22019,19,562
5/1/2020,2/1/2020,4/25/2020,LA,Terrebonne Parish,22109,18,263
5/1/2020,2/1/2020,4/25/2020,LA,St. John the Baptist Parish,22095,17,84
5/1/2020,2/1/2020,4/25/2020,LA,Rapides Parish,22079,16,429
5/1/2020,2/1/2020,4/25/2020,LA,St. Charles Parish,22089,15,103
5/1/2020,2/1/2020,4/25/2020,LA,Ouachita Parish,22073,14,438
5/1/2020,2/1/2020,4/25/2020,LA,St. Landry Parish,22097,13,207
5/1/2020,2/1/2020,4/25/2020,LA,Iberia Parish,22045,11,180
5/1/2020,2/1/2020,4/25/2020,LA,Bossier Parish,22015,10,209
5/1/2020,2/1/2020,4/25/2020,MA,Middlesex County,25017,467,"3,455"
5/1/2020,2/1/2020,4/25/2020,MA,Suffolk County,25025,359,"2,395"
5/1/2020,2/1/2020,4/25/2020,MA,Hampden County,25013,261,"1,616"
5/1/2020,2/1/2020,4/25/2020,MA,Essex County,25009,251,"2,172"
5/1/2020,2/1/2020,4/25/2020,MA,Norfolk County,25021,237,"1,761"
5/1/2020,2/1/2020,4/25/2020,MA,Plymouth County,25023,136,"1,308"
5/1/2020,2/1/2020,4/25/2020,MA,Worcester County,25027,132,"2,070"
5/1/2020,2/1/2020,4/25/2020,MA,Bristol County,25005,92,"1,388"
5/1/2020,2/1/2020,4/25/2020,MA,Berkshire County,25003,29,429
5/1/2020,2/1/2020,4/25/2020,MA,Barnstable County,25001,19,680
5/1/2020,2/1/2020,4/25/2020,MA,Franklin County,25011,16,166
5/1/2020,2/1/2020,4/25/2020,MD,Montgomery County,24031,194,"2,060"
5/1/2020,2/1/2020,4/25/2020,MD,Prince George's County,24033,101,"1,379"
5/1/2020,2/1/2020,4/25/2020,MD,Baltimore city,24510,97,"2,195"
5/1/2020,2/1/2020,4/25/2020,MD,Anne Arundel County,24003,91,"1,251"
5/1/2020,2/1/2020,4/25/2020,MD,Baltimore County,24005,70,"2,208"
5/1/2020,2/1/2020,4/25/2020,MD,Frederick County,24021,44,559
5/1/2020,2/1/2020,4/25/2020,MD,Carroll County,24013,35,484
5/1/2020,2/1/2020,4/25/2020,MD,Charles County,24017,32,264
5/1/2020,2/1/2020,4/25/2020,MD,Howard County,24027,12,451
5/1/2020,2/1/2020,4/25/2020,ME,Cumberland County,23005,20,993
5/1/2020,2/1/2020,4/25/2020,ME,Waldo County,23027,10,86
5/1/2020,2/1/2020,4/25/2020,MI,Wayne County,26163,673,"5,383"
5/1/2020,2/1/2020,4/25/2020,MI,Oakland County,26125,477,"3,918"
5/1/2020,2/1/2020,4/25/2020,MI,Macomb County,26099,267,"2,427"
5/1/2020,2/1/2020,4/25/2020,MI,Washtenaw County,26161,96,985
5/1/2020,2/1/2020,4/25/2020,MI,Genesee County,26049,92,"1,297"
5/1/2020,2/1/2020,4/25/2020,MI,Saginaw County,26145,37,664
5/1/2020,2/1/2020,4/25/2020,MI,Kent County,26081,28,"1,490"
5/1/2020,2/1/2020,4/25/2020,MI,Lapeer County,26087,23,242
5/1/2020,2/1/2020,4/25/2020,MI,Ingham County,26065,16,802
5/1/2020,2/1/2020,4/25/2020,MI,Kalamazoo County,26077,15,754
5/1/2020,2/1/2020,4/25/2020,MI,St. Clair County,26147,12,402
5/1/2020,2/1/2020,4/25/2020,MI,Jackson County,26075,12,457
5/1/2020,2/1/2020,4/25/2020,MI,Muskegon County,26121,10,456
5/1/2020,2/1/2020,4/25/2020,MN,Hennepin County,27053,103,"2,735"
5/1/2020,2/1/2020,4/25/2020,MN,Ramsey County,27123,27,"1,303"
5/1/2020,2/1/2020,4/25/2020,MN,St. Louis County,27137,11,684
5/1/2020,2/1/2020,4/25/2020,MO,St. Louis County,29189,93,"2,958"
5/1/2020,2/1/2020,4/25/2020,MO,St. Louis city,29510,33,953
5/1/2020,2/1/2020,4/25/2020,MO,Jackson County,29095,21,"1,803"
5/1/2020,2/1/2020,4/25/2020,MO,St. Charles County,29183,12,687
5/1/2020,2/1/2020,4/25/2020,MS,Lauderdale County,28075,30,331
5/1/2020,2/1/2020,4/25/2020,MS,Lee County,28081,22,531
5/1/2020,2/1/2020,4/25/2020,MS,Forrest County,28035,15,372
5/1/2020,2/1/2020,4/25/2020,MS,Hinds County,28049,14,982
5/1/2020,2/1/2020,4/25/2020,MS,Leflore County,28083,11,125
5/1/2020,2/1/2020,4/25/2020,NH,Hillsborough County,33011,33,905
5/1/2020,2/1/2020,4/25/2020,NH,Rockingham County,33015,11,588
5/1/2020,2/1/2020,4/25/2020,NJ,Bergen County,34003,978,"3,428"
5/1/2020,2/1/2020,4/25/2020,NJ,Essex County,34013,763,"2,767"
5/1/2020,2/1/2020,4/25/2020,NJ,Middlesex County,34023,521,"2,481"
5/1/2020,2/1/2020,4/25/2020,NJ,Morris County,34027,460,"1,903"
5/1/2020,2/1/2020,4/25/2020,NJ,Passaic County,34031,411,"1,462"
5/1/2020,2/1/2020,4/25/2020,NJ,Hudson County,34017,402,"1,485"
5/1/2020,2/1/2020,4/25/2020,NJ,Union County,34039,363,"1,623"
5/1/2020,2/1/2020,4/25/2020,NJ,Monmouth County,34025,283,"2,007"
5/1/2020,2/1/2020,4/25/2020,NJ,Ocean County,34029,259,"2,148"
5/1/2020,2/1/2020,4/25/2020,NJ,Somerset County,34035,131,835
5/1/2020,2/1/2020,4/25/2020,NJ,Camden County,34007,107,"1,683"
5/1/2020,2/1/2020,4/25/2020,NJ,Mercer County,34021,99,834
5/1/2020,2/1/2020,4/25/2020,NJ,Burlington County,34005,66,962
5/1/2020,2/1/2020,4/25/2020,NJ,Hunterdon County,34019,63,276
5/1/2020,2/1/2020,4/25/2020,NJ,Sussex County,34037,59,383
5/1/2020,2/1/2020,4/25/2020,NJ,Warren County,34041,59,306
5/1/2020,2/1/2020,4/25/2020,NJ,Gloucester County,34015,37,684
5/1/2020,2/1/2020,4/25/2020,NJ,Atlantic County,34001,27,728
5/1/2020,2/1/2020,4/25/2020,NJ,Cape May County,34009,11,259
5/1/2020,2/1/2020,4/25/2020,NM,Bernalillo County,35001,20,"1,569"
5/1/2020,2/1/2020,4/25/2020,NV,Clark County,32003,116,"4,512"
5/1/2020,2/1/2020,4/25/2020,NV,Washoe County,32031,17,"1,137"
5/1/2020,2/1/2020,4/25/2020,NY,Kings County,36047,"3,275","8,729"
5/1/2020,2/1/2020,4/25/2020,NY,Queens County,36081,"3,192","8,099"
5/1/2020,2/1/2020,4/25/2020,NY,Bronx County,36005,"2,412","6,500"
5/1/2020,2/1/2020,4/25/2020,NY,New York County,36061,"2,013","6,188"
5/1/2020,2/1/2020,4/25/2020,NY,Nassau County,36059,"1,658","5,369"
5/1/2020,2/1/2020,4/25/2020,NY,Suffolk County,36103,"1,157","4,627"
5/1/2020,2/1/2020,4/25/2020,NY,Westchester County,36119,871,"2,999"
5/1/2020,2/1/2020,4/25/2020,NY,Richmond County,36085,532,"1,699"
5/1/2020,2/1/2020,4/25/2020,NY,Rockland County,36087,287,"1,027"
5/1/2020,2/1/2020,4/25/2020,NY,Orange County,36071,229,992
5/1/2020,2/1/2020,4/25/2020,NY,Erie County,36029,199,"2,820"
5/1/2020,2/1/2020,4/25/2020,NY,Monroe County,36055,108,"2,075"
5/1/2020,2/1/2020,4/25/2020,NY,Dutchess County,36027,82,791
5/1/2020,2/1/2020,4/25/2020,NY,Albany County,36001,46,983
5/1/2020,2/1/2020,4/25/2020,NY,Putnam County,36079,42,175
5/1/2020,2/1/2020,4/25/2020,NY,Onondaga County,36067,31,"1,383"
5/1/2020,2/1/2020,4/25/2020,NY,Steuben County,36101,25,274
5/1/2020,2/1/2020,4/25/2020,NY,Columbia County,36021,20,184
5/1/2020,2/1/2020,4/25/2020,NY,Niagara County,36063,17,550
5/1/2020,2/1/2020,4/25/2020,NY,Broome County,36007,17,636
5/1/2020,2/1/2020,4/25/2020,NY,Oneida County,36065,15,724
5/1/2020,2/1/2020,4/25/2020,NY,Schenectady County,36093,13,413
5/1/2020,2/1/2020,4/25/2020,NY,Rensselaer County,36083,11,357
5/1/2020,2/1/2020,4/25/2020,NY,Warren County,36113,11,243
5/1/2020,2/1/2020,4/25/2020,NY,Sullivan County,36105,10,151
5/1/2020,2/1/2020,4/25/2020,OH,Lucas County,39095,33,"1,321"
5/1/2020,2/1/2020,4/25/2020,OH,Cuyahoga County,39035,31,"3,567"
5/1/2020,2/1/2020,4/25/2020,OH,Franklin County,39049,15,"2,964"
5/1/2020,2/1/2020,4/25/2020,OH,Mahoning County,39099,15,799
5/1/2020,2/1/2020,4/25/2020,OH,Summit County,39153,13,"1,391"
5/1/2020,2/1/2020,4/25/2020,OK,Tulsa County,40143,38,"1,888"
5/1/2020,2/1/2020,4/25/2020,OK,Oklahoma County,40109,25,"2,329"
5/1/2020,2/1/2020,4/25/2020,OK,Cleveland County,40027,19,456
5/1/2020,2/1/2020,4/25/2020,OK,Washington County,40147,11,190
5/1/2020,2/1/2020,4/25/2020,OR,Multnomah County,41051,34,"1,513"
5/1/2020,2/1/2020,4/25/2020,PA,Philadelphia County,42101,319,"3,655"
5/1/2020,2/1/2020,4/25/2020,PA,Montgomery County,42091,230,"2,140"
5/1/2020,2/1/2020,4/25/2020,PA,Bucks County,42017,90,"1,513"
5/1/2020,2/1/2020,4/25/2020,PA,Lancaster County,42071,83,"1,312"
5/1/2020,2/1/2020,4/25/2020,PA,Berks County,42011,80,883
5/1/2020,2/1/2020,4/25/2020,PA,Chester County,42029,76,"1,002"
5/1/2020,2/1/2020,4/25/2020,PA,Lehigh County,42077,73,"1,083"
5/1/2020,2/1/2020,4/25/2020,PA,Delaware County,42045,69,"1,186"
5/1/2020,2/1/2020,4/25/2020,PA,Allegheny County,42003,62,"3,437"
5/1/2020,2/1/2020,4/25/2020,PA,Monroe County,42089,50,280
5/1/2020,2/1/2020,4/25/2020,PA,Luzerne County,42079,45,648
5/1/2020,2/1/2020,4/25/2020,PA,Beaver County,42007,38,419
5/1/2020,2/1/2020,4/25/2020,PA,Lackawanna County,42069,36,528
5/1/2020,2/1/2020,4/25/2020,PA,Northampton County,42095,30,570
5/1/2020,2/1/2020,4/25/2020,PA,Westmoreland County,42129,22,644
5/1/2020,2/1/2020,4/25/2020,PA,Dauphin County,42043,10,703
5/1/2020,2/1/2020,4/25/2020,RI,Providence County,44007,52,"1,482"
5/1/2020,2/1/2020,4/25/2020,SC,Richland County,45079,35,"1,011"
5/1/2020,2/1/2020,4/25/2020,SC,Greenville County,45045,23,"1,358"
5/1/2020,2/1/2020,4/25/2020,SC,Horry County,45051,12,"1,062"
5/1/2020,2/1/2020,4/25/2020,SC,Florence County,45041,10,679
5/1/2020,2/1/2020,4/25/2020,SC,Spartanburg County,45083,10,909
5/1/2020,2/1/2020,4/25/2020,TN,Sumner County,47165,30,411
5/1/2020,2/1/2020,4/25/2020,TN,Davidson County,47037,24,"1,979"
5/1/2020,2/1/2020,4/25/2020,TN,Shelby County,47157,23,"2,473"
5/1/2020,2/1/2020,4/25/2020,TN,Hamilton County,47065,16,"1,337"
5/1/2020,2/1/2020,4/25/2020,TX,Harris County,48201,85,"7,155"
5/1/2020,2/1/2020,4/25/2020,TX,Dallas County,48113,44,"4,072"
5/1/2020,2/1/2020,4/25/2020,TX,Bexar County,48029,39,"3,580"
5/1/2020,2/1/2020,4/25/2020,TX,Tarrant County,48439,33,"3,804"
5/1/2020,2/1/2020,4/25/2020,TX,Lubbock County,48303,23,942
5/1/2020,2/1/2020,4/25/2020,TX,Travis County,48453,19,"1,616"
5/1/2020,2/1/2020,4/25/2020,TX,Collin County,48085,19,"1,435"
5/1/2020,2/1/2020,4/25/2020,TX,Denton County,48121,15,981
5/1/2020,2/1/2020,4/25/2020,TX,Cameron County,48061,14,734
5/1/2020,2/1/2020,4/25/2020,TX,Fort Bend County,48157,14,790
5/1/2020,2/1/2020,4/25/2020,TX,Brazos County,48041,14,356
5/1/2020,2/1/2020,4/25/2020,TX,Galveston County,48167,13,575
5/1/2020,2/1/2020,4/25/2020,TX,Jefferson County,48245,11,698
5/1/2020,2/1/2020,4/25/2020,TX,Webb County,48479,10,370
5/1/2020,2/1/2020,4/25/2020,UT,Salt Lake County,49035,20,"1,869"
5/1/2020,2/1/2020,4/25/2020,VA,Fairfax County,51059,76,"1,356"
5/1/2020,2/1/2020,4/25/2020,VA,Henrico County,51087,54,909
5/1/2020,2/1/2020,4/25/2020,VA,Arlington County,51013,24,362
5/1/2020,2/1/2020,4/25/2020,VA,Hanover County,51085,21,339
5/1/2020,2/1/2020,4/25/2020,VA,Alexandria city,51510,16,241
5/1/2020,2/1/2020,4/25/2020,VA,Loudoun County,51107,15,477
5/1/2020,2/1/2020,4/25/2020,VA,Richmond city,51760,13,757
5/1/2020,2/1/2020,4/25/2020,VA,Chesterfield County,51041,11,635
5/1/2020,2/1/2020,4/25/2020,VA,Newport News city,51700,10,520
5/1/2020,2/1/2020,4/25/2020,VA,Prince William County,51153,10,435
5/1/2020,2/1/2020,4/25/2020,VA,Petersburg city,51730,10,182
5/1/2020,2/1/2020,4/25/2020,VT,Chittenden County,50007,36,454
5/1/2020,2/1/2020,4/25/2020,WA,King County,53033,294,"3,485"
5/1/2020,2/1/2020,4/25/2020,WA,Snohomish County,53061,63,"1,332"
5/1/2020,2/1/2020,4/25/2020,WA,Benton County,53005,30,506
5/1/2020,2/1/2020,4/25/2020,WA,Whatcom County,53073,28,474
5/1/2020,2/1/2020,4/25/2020,WA,Pierce County,53053,24,"1,748"
5/1/2020,2/1/2020,4/25/2020,WA,Yakima County,53077,24,548
5/1/2020,2/1/2020,4/25/2020,WA,Spokane County,53063,17,"1,290"
5/1/2020,2/1/2020,4/25/2020,WA,Clark County,53011,14,941
5/1/2020,2/1/2020,4/25/2020,WA,Island County,53029,11,151
5/1/2020,2/1/2020,4/25/2020,WI,Milwaukee County,55079,112,"2,487"
5/1/2020,2/1/2020,4/25/2020,WI,Dane County,55025,21,"1,118"
5/1/2020,2/1/2020,4/25/2020,WI,Ozaukee County,55089,13,276
5/1/2020,2/1/2020,4/25/2020,WI,Waukesha County,55133,12,881
